name,times,rank
Alan Donald,1,28
Dawn Peters,1,28
Philip F. Rust,1,28
Robert L. Mason,1,28
Uri Shmueli,1,28
Gail Gong,1,28
Jelke G. Bethlehem,1,28
Herbert Edelsbrunner,1,28
D. M. Reneau,1,28
Barry E. Storer,1,28
N. G. N. Prasad,1,28
Gerhard Arminger,1,28
David Strauss,1,28
Russell Davidson,1,28
Michael Cain,1,28
Kenneth L. Lange,1,28
Siddhartha R. Dalal,1,28
James J. Chen,1,28
Robert J. Boik,1,28
Christopher J. Williams,1,28
Stephan Lewandowsky,1,28
Patrick A. Thompson,1,28
Chihwa Kao,1,28
Luke Tierney,1,28
J. Cleland,1,28
Linda E. Archer,1,28
Michael Budde,1,28
Gregory J. Carr,1,28
Chris Gennings,1,28
Myrto Lefkopoulou,1,28
Eva Skovlund,1,28
Christine Waternaux,1,28
Mark D. Schluchter,1,28
Dean Mountain,1,28
J. B. F. Field,1,28
F. C. Drost,1,28
Roger Peck,1,28
Terry E. Dielman,1,28
Hannu Oja,1,28
Lyn R. Whitaker,1,28
Hongsuk Jorn,1,28
Patrick D. Bourke,1,28
N. J. Scheers,1,28
J. C. Naylor,1,28
Daniel O. Stram,1,28
Patrick L. Brockett,1,28
Terrence Kinal,1,28
Larry Long,1,28
Kwok-Leung Tsui,1,28
Peter Diggle,1,28
Mohamed M. T. Limam,1,28
P. J. De Jongh,1,28
Michael D. Conerly,1,28
Charles J. Monlezun,1,28
Paul Shaman,1,28
Lars Peter Hansen,1,28
S. R. Dalal,1,28
Chong Sun Hong,1,28
Ørnulf Borgan,1,28
George E. Battese,1,28
P. C. B. Phillips,1,28
John B. Burbidge,1,28
Jan F. Bjørnstad,1,28
C. F. J. Wu,1,28
Alan P. Fenech,1,28
Brenda G. Cox,1,28
Glenn W. Harrison,1,28
M. Davidian,1,28
Alexander Shapiro,1,28
Janet Wittes,1,28
Karim F. Hirji,1,28
Shelley B. Bull,1,28
I. R. James,1,28
Nan M. Laird,1,28
Yuchung J. Wang,1,28
Tin Chiu Chua,1,28
T. S. Karmel,1,28
Mark Dickie,1,28
J. Marroquin,1,28
Thomas Diciccio,1,28
David Edwards,1,28
Miguel Villalobos,1,28
J. C. Van Houwelingen,1,28
Murray K. Clayton,1,28
Thomas R. Fleming,1,28
Lawrence R. Carter,1,28
Timothy M. Morgan,1,28
James M. Lepkowski,1,28
Donald A. Pierce,1,28
N. R. Draper,1,28
Eugene H. Blackstone,1,28
G. Andreatta,1,28
H. Y. Chiu,1,28
Maxwell L. King,1,28
Joachim Hartung,1,28
J. Kleffe,1,28
Dana L. Thomas,1,28
Robert Kohn,1,28
Sebastiao de Amorim,1,28
Ashis Sen Gupta,1,28
Mark R. Montgomery,1,28
Robert F. Engle,1,28
Charles D. Cowan,1,28
Barry V. Bye,1,28
Kent H. Marquis,1,28
Frank M. Andrews,1,28
Ronald F. Czaja,1,28
Julio L. Peixoto,1,28
Philip J. Brown,1,28
L. Paul Fatti,1,28
Michael N. Boyd,1,28
Paul D. Koch,1,28
William C. Louv,1,28
Loren Cobb,1,28
Kerrie Eileen Boyle,1,28
Roy W. Whitmore,1,28
J. D. Kalbfleisch,1,28
M. Berman,1,28
Beverley D. Causey,1,28
Naoto Kunitomo,1,28
W. C. M. Kallenberg,1,28
Cyrus R. Mehta,1,28
Ching-Ming Yeh,1,28
Gregory Campbell,1,28
Carol J. Feltz,1,28
S. M. Bendre,1,28
Jerry A. Hausman,1,28
Peter Burridge,1,28
Fred D. Baker,1,28
David A. Hsieh,1,28
John R. Michael,1,28
George Knafl,1,28
Eugene M. Laska,1,28
Dennis A. Brindley,1,28
Ernest R. Montagne,1,28
Guoying Li,1,28
Andrew M. Isserman,1,28
K. E. Basford,1,28
Claudio Michelini,1,28
Said E. Said,1,28
Edward D. Lustbader,1,28
Robert W. Keener,1,28
J. F. Lancaster,1,28
Bruce J. Collings,1,28
William J. Butler,1,28
Allan H. Murphy,1,28
Paul A. Tukey,1,28
Donald E. Stem Jr.,1,28
Richard R. Picard,1,28
Wayne A. Woodward,1,28
Val Gebski,1,28
Barbara McKnight,1,28
Ronald L. Iman,1,28
M. J. Morton,1,28
Robert E. Johnson,1,28
G. E. Bonney,1,28
D. V. Hinkley,1,28
D. A. Dickey,1,28
Neville Davies,1,28
W. B. Yeo,1,28
David J. Gates,1,28
Joseph Glaz,1,28
J. J. Mezrich,1,28
David A. Freedman,1,28
David W. Smith,1,28
Barry R. James,1,28
Martin Abba Tanner,1,28
Mete Sirvanci,1,28
Siu L. Hui,1,28
Robert A. Ganse,1,28
Stephen Vardeman,1,28
Arthur Fries,1,28
Philip J. Byrne,1,28
Dipak K. Dey,1,28
H. Liao,1,28
J. F. McDonald,1,28
C. Zachary Gilstein,1,28
Demetrios A. Petrondas,1,28
Jason C. Hsu,1,28
Donald G. Edwards,1,28
W. R. Bell,1,28
Siamak Noorbaloochi,1,28
KŌSei Iwase,1,28
Glenn Shafer,1,28
Arthur P. Dempster,1,28
Cavell Brownie,1,28
Bruce D. Fielitz,1,28
Michael K. Salemi,1,28
Michael R. Chernick,1,28
John Mendelsohn,1,28
James Flinn Crook,1,28
Eric Slud,1,28
Mervyn G. Marasinghe,1,28
Edward P. Markowski,1,28
J. S. Huang,1,28
William E. Griffiths,1,28
G. P. Patil,1,28
John S. Greenlees,1,28
William F. Eddy,1,28
Arnold Barnett,1,28
S. C. Hillmer,1,28
Marco Wolfenson,1,28
Gene H. Golub,1,28
Jean E. Weber,1,28
Kenneth Fairbanks,1,28
Y. Y. Chen,1,28
Walter W. Hauck,1,28
J. Sethuraman,1,28
Bernhard Flury,1,28
Robert Engle,1,28
Ronald A. Thisted,1,28
Robert A. Leitch,1,28
Janet M. Begun,1,28
Peter J. Bickel,1,28
S. J. Devlin,1,28
Richard A. Kronmal,1,28
Y. S. Sathe,1,28
B. B. Aghevli,1,28
Poduri S.R.S. Rao,1,28
H. Malcolm Hudson,1,28
Paul F. Velleman,1,28
Fabian Hernandez,1,28
John L. Bryant,1,28
R. Butler,1,28
John V. Grice,1,28
Narayan R. Bhalerao,1,28
Jessica M. Utts,1,28
H. L. Koul,1,28
J. E. Grimes,1,28
Joseph P. Newhouse,1,28
Henry F. Woltman,1,28
Michael A. Simkowitz,1,28
Danny D. Dyer,1,28
Thomas J. Santner,1,28
A. Clifford Cohen,1,28
Thomas J. Tosch,1,28
C. Hale,1,28
Lea Friedman,1,28
James Beckett III,1,28
Douglas M. Dunn,1,28
John F. Geweke,1,28
N. Sedransk,1,28
Robert Schoen,1,28
Michael C. Costanza,1,28
Robert H. Berk,1,28
Julian Köllerström,1,28
James B. McDonald,1,28
Erwin M. Saniga,1,28
James Wyckoff,1,28
M. N. Bhattacharyya,1,28
Ronald G. Marks,1,28
Shelley L. Rasmussen,1,28
Hollington T. Lu,1,28
Robert E. Fay III,1,28
Alexander Basilevsky,1,28
Bimal Kumar Sinha,1,28
J. J. Shuster,1,28
Mary A. Hartz,1,28
Kenneth J. Kopecky,1,28
D. Holt,1,28
David A. Dickey,1,28
Fariborz Khorasani,1,28
S. R. Searle,1,28
M. J. Harrison,1,28
Bengt Berlin,1,28
Lorraine Denby,1,28
W. B. Gragg,1,28
Radhakrishnan J. Aiyar,1,28
Joel W. Ager Jr.,1,28
Abdalla T. El-Helbawy,1,28
H. L. Agrawal,1,28
Glenn A. Walker,1,28
James R. Chromy,1,28
David Griffiths,1,28
William M. Visscher,1,28
Charles G. Pfeifer,1,28
F. R. K. Chung,1,28
Stephen B. Taubman,1,28
Gilbert Bassett Jr.,1,28
Ricardo Maronna,1,28
Gaston Mendoza,1,28
Louise C. Lo,1,28
Mark Gersovitz,1,28
Anita A. Summers,1,28
W. T. Dent,1,28
William R. Dillon,1,28
Bahadur Singh,1,28
Steinar Bjerve,1,28
Pierre Hansen,1,28
Perla Subbaiah,1,28
Min-Te Chao,1,28
John H. Skillings,1,28
Maria Elena Gonzalez,1,28
Leroy Bailey,1,28
Iris M. Shimizu,1,28
Larry E. Toothaker,1,28
F. M. Speed,1,28
Karl E. Peace,1,28
Shou-Hua Li,1,28
James W. Evans,1,28
J. L. Denny,1,28
Thomas B. Fomby,1,28
J. S. Maritz,1,28
Gerald S. Rogers,1,28
Ming-Mei Wang,1,28
William T. Bielby,1,28
Ernest H. Forman,1,28
James W. Osterburg,1,28
Richard W. Hill,1,28
Walter W. Hauck Jr.,1,28
Mitchell Gail,1,28
Lon-Mu Liu,1,28
Michael Bagshaw,1,28
Richard F. Gunst,1,28
Vasant P. Bhapkar,1,28
James M. Boyett,1,28
Robert F. White,1,28
Philip K. Robins,1,28
Neil E. Beckwith,1,28
Norman R. Draper,1,28
Rudolf G. Kreijger,1,28
Grace Yang,1,28
Robert B. Bendel,1,28
A. Buse,1,28
Thomas R. Bement,1,28
Richard P. Chiacchierini,1,28
Marlin U. Thomas,1,28
A. K. Banerjee,1,28
K. H. Pollock,1,28
Dallas W. Anderson,1,28
A. J. Kinderman,1,28
V. Susarla,1,28
Katherine L. Monti,1,28
C. Asok,1,28
Jacques H. Drèze,1,28
Rolf D. Reiss,1,28
Victor Hegemann,1,28
S. K. Perng,1,28
Jorge L. Mendoza,1,28
Kanti V. Mardia,1,28
Roger H. Bezdek,1,28
William D. Watson Jr.,1,28
W. P. Cleveland,1,28
W. H. Somermeyer,1,28
Peter B. Imrey,1,28
George E. Policello II,1,28
James E. Ertel,1,28
Frederick W. Leysieffer,1,28
Hubert J. Chen,1,28
William Locander,1,28
Gordon C. Rausser,1,28
L. Breiman,1,28
M. P. Singh,1,28
James B. Kau,1,28
R. D. Armstrong,1,28
J. M. Chambers,1,28
S. J. Press,1,28
A. J. Goldstein,1,28
Jurg Ott,1,28
Phillip Bonacich,1,28
D. M. Dunn,1,28
Thomas A. Ryan Jr.,1,28
Albert E. Beaton,1,28
Charles C. Brown,1,28
J. R. Green,1,28
Alice Orcutt Nakamura,1,28
W. S. Tsai,1,28
Robert Radlow,1,28
Michael S. Goodstadt,1,28
Margaret Gurney,1,28
J. D. Cryer,1,28
Austin F. S. Lee,1,28
Gopi C. Jain,1,28
Maria E. Gonzalez,1,28
L. L. Kupper,1,28
Alain V. Bultez,1,28
Robert Longworth Smith,1,28
Howard Wainer,1,28
Israel Einot,1,28
Karl G. Jöreskog,1,28
Winston K. Chow,1,28
R. A. Leitch,1,28
M. H. Smith,1,28
James Dickey,1,28
Gary C. McDonald,1,28
Kocherlakota Subrahmaniam,1,28
J. P. Basu,1,28
Michael Tarter,1,28
T. A. Dowling,1,28
L. G. Godfrey,1,28
J. N. Arvesen,1,28
Robert A. Brown,1,28
Richard D. Rippe,1,28
Grace M. Carter,1,28
Richard D. Warren,1,28
G. D. A. Phillips,1,28
M. Dutta,1,28
Henry W. Block,1,28
George F. Brown Jr.,1,28
Martin W. Gillo,1,28
Manfred Deistler,1,28
Sylvan R. Wallenstein,1,28
Irving John Good,1,28
Samir K. Bhattacharya,1,28
W. B. Cummings,1,28
I. G. Evans,1,28
M. S. Phadke,1,28
Cliff J. Huang,1,28
P. C. Chang,1,28
James Heckman,1,28
Richard D. Morgenstern,1,28
Der-Ann Hsu,1,28
Herbert Robbins,1,28
M. R. Garey,1,28
Lois E. Graff,1,28
Somesh Das Gupta,1,28
Balvir Singh,1,28
R. J. Beckman,1,28
Edi Karni,1,28
Colin N. Park,1,28
T. A. Derouen,1,28
D. W. Balmer,1,28
Howard Rockette,1,28
C. Chatfield,1,28
Edmund A. Gehan,1,28
Edward L. Frome,1,28
Fred C. Leone,1,28
Emil Spjøtvoll,1,28
Edward H. Wolf,1,28
K. O. Bowman,1,28
Ralph E. Folsom,1,28
William J. Blot,1,28
B. H. Eichhorn,1,28
Lloyd Fisher,1,28
Kantilal M. Patel,1,28
R. Cote,1,28
R. L. Sielken Jr.,1,28
David A. Bogdanoff,1,28
Kumar Jogdeo,1,28
K. Alam,1,28
Janet W. Campbell,1,28
Michael R. Greenberg,1,28
Lester B. Lave,1,28
Ronald G. Bodkin,1,28
David E. Wiley,1,28
G. S. Maddala,1,28
Amir Barnea,1,28
T. D. Hartwell,1,28
P. K. Hazra,1,28
K. Raghunandanan,1,28
O. C. Jenkins,1,28
Urs R. Maag,1,28
Carole A. Aldrich,1,28
S. G. Carmer,1,28
Alan B. Forsythe,1,28
M. E. Bock,1,28
R. A. Dayananda,1,28
J. F. Malkovich,1,28
Ralph B. D'Agostino,1,28
Dar-Shong Hwang,1,28
Gunnar Kulldorff,1,28
W. Stefansky,1,28
A. J. Coale,1,28
J. Phillip Cooper,1,28
Robert Messenger,1,28
A. E. Bottoms,1,28
Harry Kalven Jr.,1,28
B. D. Fielitz,1,28
D. B. Duncan,1,28
E. C. Brindley Jr.,1,28
Walter R. Pirie,1,28
Arlo D. Hendrickson,1,28
Bruce M. Bemis,1,28
James S. Degracie,1,28
G. L. Tietjen,1,28
Stanley I. Grossman,1,28
Benee F. Swindel,1,28
Clive W. J. Granger,1,28
M. T. Chao,1,28
Robert H. Lochner,1,28
Phoebus J. Dhrymes,1,28
A. Dionne,1,28
M. P. Gessaman,1,28
James A. Stephenson,1,28
O. Dale Williams,1,28
Theodore P. Lianos,1,28
Brian O'Neill,1,28
R. E. Barlow,1,28
T. A. Yancey,1,28
J. Ramsey,1,28
Charles H. Kraft,1,28
J. C. Ahuja,1,28
Duncan Bailey,1,28
John T. Roscoe,1,28
Satindar Kumar,1,28
R. Kirk Steinhorst,1,28
Ann F. S. Mitchell,1,28
P. David Wilson,1,28
Paul Taubman,1,28
Gary M. Mullet,1,28
G. R. Chase,1,28
Fred B. Lempers,1,28
Richard J. Light,1,28
Y. Nagendra,1,28
J. N. Darroch,1,28
Harrison D. Weed Jr.,1,28
R. D. Terrell,1,28
J. Keilson,1,28
Sheila R. Klatzky,1,28
Kunio Yoshihara,1,28
Harry H. Ku,1,28
Vasant B. Waikar,1,28
Gordon Antelman,1,28
Douglas A. Zahn,1,28
Peter Enis,1,28
Thomas D. Burnett,1,28
Huynh Huynh,1,28
Harold W. Hager,1,28
D. L. Bayless,1,28
Sylvia Ostry,1,28
Victor E. McZgee,1,28
R. E. White,1,28
K. L. Mehra,1,28
John U. Farley,1,28
T. M. Hammonds,1,28
Russell S. Uhler,1,28
H. Solomon,1,28
Mindel C. Sheps,1,28
M. L. Eaton,1,28
George A. Milliken,1,28
Paul Hinz,1,28
Joseph L. Balintfy,1,28
R. M. Leuthold,1,28
Dan Bradu,1,28
A. H. Munro,1,28
J. D. Esary,1,28
G. C. Tiao,1,28
Richard B. Howe,1,28
Martin Fox,1,28
Max A. Bershad,1,28
Ayala Cohen,1,28
A. K. Jain,1,28
S. W. Burch,1,28
C. T. Ireland,1,28
T. R. Bement,1,28
Edward C. Posner,1,28
George W. Bohrnstedt,1,28
Maurice C. Bryson,1,28
Ray A. Waller,1,28
Derrick S. Tracy,1,28
L. Engelman,1,28
W. L. L'esperance,1,28
O. Krafft,1,28
Richard Bellman,1,28
D. A. Sprott,1,28
Gordon Booth,1,28
N. Buckle,1,28
Potluri Rao,1,28
T. C. Lee,1,28
J. Koerts,1,28
G. B. Gray,1,28
David B. Peizer,1,28
R. Kronmal,1,28
James R. Conner,1,28
Richahd B. McHugh,1,28
Carlos Toro-Vizcarrondo,1,28
John J. Beauchamp,1,28
Herbert T. Davis,1,28
Dorian Feldman,1,28
P. Krishnaswami,1,28
A. L. Goel,1,28
M. C. K. Tweedie,1,28
W. L. Harkness,1,28
Benjamin S. Duran,1,28
H. P. Friedman,1,28
A. H. El Mawaziny,1,28
Mary Jean Bowman,1,28
Abdel-Latif A. Abul-Ela,1,28
R. J. Freund,1,28
Ruth Z. Gold,1,28
George A. Mihram,1,28
Henry P. Decell Jr.,1,28
Ganapati P. Patil,1,28
A. J. McCulloch,1,28
Lois Nelson Holloway,1,28
N. Bhattacharya,1,28
Marshall Hall,1,28
P. V. Rao,1,28
Pamela M. Morse,1,28
Victor Niederhoffer,1,28
David B. Duncan,1,28
Rosa C. Meng,1,28
William Wasserman,1,28
T. O. Lewis,1,28
J. A. Ballas,1,28
John P. Gilbert,1,28
Irene Hess,1,28
Michael K. Evans,1,28
G. G. Judge,1,28
B. R. Bhat,1,28
Frederick P. Stephan,1,28
Richard A. Greenberg,1,28
Glen D. Mellinger,1,28
S. K. Bhattacharya,1,28
George G. Tiao,1,28
Joseph Gelzer,1,28
C. A. Rohde,1,28
Stephen M. Goldfeld,1,28
Janace A. Speckman,1,28
Isidore Eisenberger,1,28
Robert A. Hultquist,1,28
Albert Ando,1,28
C. H. Kapadia,1,28
S. A. Fellingham,1,28
Thomas J. Rothenberg,1,28
David Freeman,1,28
C. S. Beightler,1,28
Herman H. Fasteau,1,28
George E. Bardwell,1,28
Betty J. Flehinger,1,28
J. W. Hopkins,1,28
Edward G. Stockwell,1,28
M. M. Lentner,1,28
James H. Myers,1,28
James N. Morgan,1,28
Esther Schaeffer,1,28
R. J. Taylor,1,28
Donald W. Stilson,1,28
Karl E. Taeuber,1,28
Lee E. Preston,1,28
Shanti S. Gupta,1,28
Ruth W. Lees,1,28
Carol B. Edwards,1,28
Irma Adelman,1,28
Edward Ames,1,28
P. C. Leone,1,28
Carol M. Jaeger,1,28
Leroy Stanley Brenna,1,28
Lowell E. Gallaway,1,28
Rudolf J. Freund,1,28
D. J. Thompson,1,28
Bernard S. Pasternack,1,28
Everett S. Lee,1,28
Sidney Siegel,1,28
Edward C. Bryant,1,28
G. P. Steck,1,28
W. A. Neiswangee,1,28
C. R. Gates,1,28
Bernard Ostle,1,28
Harold Nisselson,1,28
Tore Dalenius,1,28
F. H. Tingey,1,28
John B. Lansing,1,28
Robert H. Hanson,1,28
Marilyn Dunsing,1,28
T. J. R. Hughes,1,28
E. L. Kaplan,1,28
M. H. Degroot,1,28
Jean L. Pennock,1,28
Albert H. Crosetti,1,28
Myron J. Gordon,1,28
Samuel Karlin,1,28
Roger R. Baldwin,1,28
Charles F. Carter,1,28
J. R. Bainbridge,1,28
Benjamin A. Barnes,1,28
Alfred C. Kinsey and Associates,1,28
H. C. Hamaker,1,28
Valentine Appel,1,28
Chester W. Topp,1,28
Calvin F. Schmid,1,28
Harold Barger,1,28
A. M. Freudenthal,1,28
Maurice H. Belz,1,28
Samuel E. Cohen,1,28
Theodore J. Bauer,1,28
Edwin L. Grab,1,28
J. Laderman,1,28
M. J. R. Healy,1,28
J. A. C. Brown,1,28
Max E. Brunk,1,28
O. Kempthorne,1,28
Dan F. Waugh,1,28
D. G. Horvitz,1,28
R. C. Bose,1,28
Robert B. Voight,1,28
Samuel Weiss,1,28
L. R. Klein,1,28
D. Gale Johnson,1,28
B. G. Greenberg Ph.D.,1,28
Joseph A. Greenwood,1,28
Jack Sherman,1,28
Nicholas Metropolis,1,28
Guy H. Orcutt,1,28
Ronald Freedman,1,28
J. Stevens Stock,1,28
Marilyn Harris,1,28
John A. Clausen,1,28
George W. Brown,1,28
"P. V. Sukhatme Ph.D., D.Sc.",1,28
C. West Churchman,1,28
Gertrude Bancroft,1,28
Charles Stewart,1,28
Bertram J. Black,1,28
Oscar L. Amman,1,28
Jack Laderman,1,28
A. J. Jaffe,1,28
Thomas I. Edwards,1,28
C. Horace Hamilton,1,28
Karl Karsten,1,28
Patricia Daly,1,28
William H. Mautz,1,28
Beatrice A. Rogers,1,28
Besse B. Day,1,28
Harry Pelle Hartkemeier,1,28
Virginia L. Galbraith,1,28
Joel Dean,1,28
Carl H. Fischer,1,28
"Alfred N. Guertin F.A.S., F.A.I.A., A.C.A.S.",1,28
Bruno Fels,1,28
Chas W. Cotterman,1,28
R. J. Myers,1,28
Jesse M. Cutts,1,28
Erika H. Schoenberg,1,28
"Halbert L. Dunn M.D., Ph.D.",1,28
H. Arthur Meyer,1,28
Alfred Cowles 3rd,1,28
Joseph Berkson M. D.,1,28
Elmer B. Royer,1,28
Theodore W. Schultz,1,28
Evelyn G. Tough,1,28
Leone Chesire,1,28
Herbert S. Conrad,1,28
Kimball Young,1,28
S. J. Holmes,1,28
Alice C. Hanson,1,28
Ardis T. Monk,1,28
E. M. Miller,1,28
H. L. Rietz,1,28
Loots I. Dublin,1,28
